Time,Humidity,Temperature,Voltage,fan,heat
10/11 19:13,44.6,17.5,0,0,0
10/11 19:13,44.6,17.5,0,0,0
10/11 19:13,44.6,17.5,0,0,0
10/11 19:13,44.5,17.4,0,0,0
10/11 19:13,44.5,17.4,0,0,0
10/11 19:13,44.6,17.5,0,0,0
10/11 19:13,44.5,17.4,0,0,0
10/11 19:13,44.5,17.4,0,0,0
10/11 19:13,44.6,17.4,0,0,0
10/11 19:13,44.6,17.4,0,0,0
10/11 19:13,44.6,17.4,0,0,0
10/11 19:13,44.7,17.4,0,0,0
10/11 19:13,44.6,17.3,0,0,0
10/11 19:13,44.7,17.3,0,0,0
10/11 19:13,44.7,17.3,0,0,0
10/11 19:13,44.8,17.3,0,0,0
10/11 19:13,44.8,17.3,0,0,0
10/11 19:13,44.8,17.3,0,0,0
10/11 19:14,44.9,17.3,0,0,0
10/11 19:14,44.9,17.3,0,0,0
10/11 19:14,45.0,17.3,0,0,0
10/11 19:14,44.9,17.2,0,0,0
10/11 19:14,44.9,17.2,0,0,0
10/11 19:14,45.0,17.2,0,0,0
10/11 19:14,45.0,17.2,0,0,0
10/11 19:14,45.0,17.2,0,0,0
10/11 19:14,45.0,17.2,0,0,0
10/11 19:14,45.0,17.2,0,0,0
10/11 19:14,45.0,17.2,0,0,0
10/11 19:14,45.1,17.2,0,0,0
10/11 19:14,45.0,17.1,0,0,0
10/11 19:14,45.1,17.1,0,0,0
10/11 19:14,45.1,17.1,0,0,0
10/11 19:14,45.1,17.1,0,0,0
10/11 19:14,45.1,17.1,0,0,0
10/11 19:14,45.1,17.1,0,0,0
10/11 19:14,45.2,17.1,0,0,0
10/11 19:14,45.2,17.1,0,0,0
10/11 19:14,45.2,17.1,0,0,0
10/11 19:14,45.2,17.1,0,0,0
10/11 19:14,45.3,17.1,0,0,0
10/11 19:14,45.3,17.1,0,0,0
10/11 19:14,45.3,17.1,0,0,0
10/11 19:14,45.3,17.0,0,0,0
10/11 19:14,45.3,17.0,0,0,0
10/11 19:14,45.3,17.0,0,0,0
10/11 19:14,45.4,17.0,0,0,0
10/11 19:14,45.4,17.0,0,0,0
10/11 19:14,45.4,17.0,0,0,0
10/11 19:14,45.4,17.0,0,0,0
10/11 19:15,45.4,17.0,0,0,0
10/11 19:15,45.5,17.0,0,0,0
10/11 19:15,45.4,17.0,0,0,0
10/11 19:15,45.4,16.9,0,0,0
10/11 19:15,45.5,17.0,0,0,0
10/11 19:15,45.4,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.5,16.9,0,0,0
10/11 19:15,45.6,16.9,0,0,0
10/11 19:15,45.6,16.9,0,0,0
10/11 19:15,45.7,16.9,0,0,0
10/11 19:15,45.6,16.8,0,0,0
10/11 19:15,45.6,16.8,0,0,0
10/11 19:15,45.6,16.8,0,0,0
10/11 19:15,45.7,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.8,16.8,0,0,0
10/11 19:15,45.7,16.7,0,0,0
10/11 19:15,45.8,16.7,0,0,0
10/11 19:15,45.8,16.7,0,0,0
10/11 19:16,45.8,16.7,0,0,0
10/11 19:16,45.9,16.7,0,0,0
10/11 19:16,45.9,16.7,0,0,0
10/11 19:16,46.0,16.7,0,0,0
10/11 19:16,46.0,16.7,0,0,0
10/11 19:16,46.0,16.7,0,0,0
10/11 19:16,46.1,16.7,0,0,0
10/11 19:16,46.1,16.7,0,0,0
10/11 19:16,46.1,16.7,0,0,0
10/11 19:16,46.1,16.6,0,0,0
10/11 19:16,46.1,16.6,0,0,0
10/11 19:16,46.1,16.6,0,0,0
10/11 19:16,46.2,16.6,0,0,0
10/11 19:16,46.2,16.6,0,0,0
10/11 19:16,46.2,16.6,0,0,0
10/11 19:16,46.3,16.6,0,0,0
10/11 19:16,46.3,16.6,0,0,0
10/11 19:16,46.4,16.6,0,0,0
10/11 19:16,46.5,16.6,0,0,0
10/11 19:16,46.5,16.6,0,0,0
10/11 19:16,46.4,16.5,0,0,0
10/11 19:16,46.4,16.5,0,0,0
10/11 19:16,46.4,16.5,0,0,0
10/11 19:16,46.4,16.5,0,0,0
10/11 19:16,46.4,16.5,0,0,0
10/11 19:16,46.4,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:16,46.5,16.5,0,0,0
10/11 19:17,46.6,16.5,0,0,0
10/11 19:17,46.5,16.4,0,0,0
10/11 19:17,46.6,16.4,0,0,0
10/11 19:17,46.6,16.4,0,0,0
10/11 19:17,46.7,16.4,0,0,0
10/11 19:17,46.7,16.4,0,0,0
10/11 19:17,46.7,16.4,0,0,0
10/11 19:17,46.8,16.4,0,0,0
10/11 19:17,46.8,16.4,0,0,0
10/11 19:17,46.8,16.4,0,0,0
10/11 19:17,46.8,16.4,0,0,0
10/11 19:17,46.8,16.3,0,0,0
10/11 19:17,46.9,16.4,0,0,0
10/11 19:17,46.9,16.4,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.9,16.3,0,0,0
10/11 19:17,46.8,16.2,0,0,0
10/11 19:17,47.0,16.3,0,0,0
10/11 19:17,47.0,16.3,0,0,0
10/11 19:17,47.0,16.3,0,0,0
10/11 19:17,46.9,16.2,0,0,0
10/11 19:17,47.0,16.3,0,0,0
10/11 19:17,46.9,16.2,0,0,0
10/11 19:17,47.0,16.2,0,0,0
10/11 19:18,47.0,16.2,0,0,0
10/11 19:18,47.0,16.2,0,0,0
10/11 19:18,47.0,16.2,0,0,0
10/11 19:18,47.0,16.2,0,0,0
10/11 19:18,47.0,16.2,0,0,0
10/11 19:18,47.1,16.2,0,0,0
10/11 19:18,47.1,16.2,0,0,0
10/11 19:18,47.2,16.2,0,0,0
10/11 19:18,47.2,16.1,0,0,0
10/11 19:18,47.2,16.1,0,0,0
10/11 19:18,47.2,16.1,0,0,0
10/11 19:18,47.2,16.1,0,0,0
10/11 19:18,47.3,16.1,0,0,0
10/11 19:18,47.3,16.1,0,0,0
10/11 19:18,47.3,16.1,0,0,0
10/11 19:18,47.4,16.1,0,0,0
10/11 19:18,47.4,16.1,0,0,0
10/11 19:18,47.3,16.0,0,0,0
10/11 19:18,47.4,16.1,0,0,0
10/11 19:18,47.3,16.0,0,0,0
10/11 19:18,47.4,16.0,0,0,0
10/11 19:18,47.4,16.0,0,0,0
10/11 19:18,47.4,16.0,0,0,0
10/11 19:18,47.5,16.0,0,0,0
10/11 19:18,47.5,16.0,0,0,0
10/11 19:18,47.5,16.0,0,0,0
10/11 19:18,47.5,16.0,0,0,0
10/11 19:18,47.5,16.0,0,0,0
10/11 19:19,47.5,16.0,0,0,0
10/11 19:19,47.5,16.0,0,0,0
10/11 19:19,47.6,16.0,0,0,0
10/11 19:19,47.6,16.0,0,0,0
10/11 19:19,47.5,15.9,0,0,0
10/11 19:19,47.5,15.9,0,0,0
10/11 19:19,47.6,15.9,0,0,0
10/11 19:19,47.6,15.9,0,0,0
10/11 19:19,47.6,15.9,0,0,0
10/11 19:19,47.7,15.9,0,0,0
10/11 19:19,47.7,15.9,0,0,0
10/11 19:19,47.7,15.9,0,0,0
10/11 19:19,47.8,15.9,0,0,0
10/11 19:19,47.8,15.9,0,0,0
10/11 19:19,47.9,15.9,0,0,0
10/11 19:19,47.9,15.9,0,0,0
10/11 19:19,47.9,15.9,0,0,0
10/11 19:19,47.9,15.8,0,0,0
10/11 19:19,47.9,15.8,0,0,0
10/11 19:19,47.9,15.8,0,0,0
10/11 19:19,47.9,15.8,0,0,0
10/11 19:19,47.9,15.8,0,0,0
10/11 19:19,48.0,15.8,0,0,0
10/11 19:19,48.0,15.8,0,0,0
10/11 19:19,48.0,15.8,0,0,0
10/11 19:19,48.0,15.8,0,0,0
10/11 19:19,48.1,15.8,0,0,0
10/11 19:20,48.1,15.8,0,0,0
10/11 19:20,48.2,15.8,0,0,0
10/11 19:20,48.2,15.8,0,0,0
10/11 19:20,48.2,15.8,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.3,15.7,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.2,15.6,0,0,0
10/11 19:20,48.3,15.6,0,0,0
10/11 19:21,48.4,15.6,0,0,0
10/11 19:21,48.3,15.5,0,0,0
10/11 19:21,48.6,15.5,0,0,0
10/11 19:21,48.6,15.5,0,0,0
10/11 19:21,48.7,15.5,0,0,0
10/11 19:21,48.7,15.5,0,0,0
10/11 19:21,48.7,15.5,0,0,0
10/11 19:21,48.7,15.5,0,0,0
10/11 19:21,48.7,15.5,0,0,0
10/11 19:21,48.9,15.5,0,0,0
10/11 19:21,48.8,15.4,0,0,0
10/11 19:21,48.9,15.5,0,0,0
10/11 19:21,48.9,15.4,0,0,0
10/11 19:21,48.9,15.4,0,0,0
10/11 19:21,48.9,15.4,0,0,0
10/11 19:21,48.9,15.4,0,0,0
10/11 19:21,48.9,15.4,0,0,0
10/11 19:21,48.9,15.4,0,0,0
10/11 19:21,49.0,15.4,0,0,0
10/11 19:21,49.0,15.4,0,0,0
10/11 19:21,49.0,15.4,0,0,0
10/11 19:21,49.0,15.4,0,0,0
10/11 19:21,49.0,15.4,0,0,0
10/11 19:22,49.0,15.4,0,0,0
10/11 19:22,49.1,15.4,0,0,0
10/11 19:22,49.1,15.3,0,0,0
10/11 19:22,49.1,15.3,0,0,0
10/11 19:22,49.1,15.3,0,0,0
10/11 19:22,49.1,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.3,0,0,0
10/11 19:22,49.2,15.2,0,0,0
10/11 19:22,49.4,15.3,0,0,0
10/11 19:22,49.3,15.2,0,0,0
10/11 19:22,49.4,15.3,0,0,0
10/11 19:22,49.4,15.3,0,0,0
10/11 19:22,49.4,15.2,0,0,0
10/11 19:22,49.4,15.2,0,0,0
10/11 19:22,49.4,15.2,0,0,0
10/11 19:22,49.4,15.2,0,0,0
10/11 19:22,49.4,15.2,0,0,0
10/11 19:22,49.5,15.2,0,0,0
10/11 19:22,49.5,15.2,0,0,0
10/11 19:22,49.5,15.2,0,0,0
10/11 19:22,49.5,15.2,0,0,0
10/11 19:23,49.5,15.2,0,0,0
10/11 19:23,49.5,15.2,0,0,0
10/11 19:23,49.6,15.2,0,0,0
10/11 19:23,49.6,15.2,0,0,0
10/11 19:23,49.7,15.2,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.6,15.2,0,0,0
10/11 19:23,49.7,15.2,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.7,15.2,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.6,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.7,15.1,0,0,0
10/11 19:23,49.8,15.1,0,0,0
10/11 19:23,49.8,15.0,0,0,0
10/11 19:23,49.9,15.1,0,0,0
10/11 19:23,49.7,15.0,0,0,0
10/11 19:23,49.9,15.1,0,0,0
10/11 19:24,49.9,15.1,0,0,0
10/11 19:24,49.8,15.0,0,0,0
10/11 19:24,49.8,15.0,0,0,0
10/11 19:24,49.8,15.0,0,0,0
10/11 19:24,49.8,15.0,0,0,0
10/11 19:24,49.9,15.0,0,0,0
10/11 19:24,49.9,15.0,0,0,0
10/11 19:24,49.9,15.0,0,0,0
10/11 19:24,49.9,15.0,0,0,0
10/11 19:24,49.9,15.0,0,0,0
10/11 19:24,49.9,15.0,0,0,0
10/11 19:24,50.0,15.0,0,0,0
10/11 19:24,50.0,15.0,0,0,0
10/11 19:24,50.0,15.0,0,0,0
10/11 19:24,50.1,15.0,0,0,0
10/11 19:24,50.1,15.0,0,0,0
10/11 19:24,50.2,15.0,0,0,0
